num	app_num	제목	출원인	IPC	CPC
148	10-2021-7038000	구조화된 오디오 출력을 사용하여 재생 감지 및/또는 무선 스피커에서 비정렬된 재생에 적응(USING STRUCTURED AUDIO OUTPUT TO DETECT PLAYBACK AND/OR TO ADAPT TO MISALIGNED PLAYBACK IN WIRELESS SPEAKERS)	GOOGLE	G10L	H04M1/6091
149	10-2020-0124134	건강 APPLE리케이션들을 위한 사용자 인터페이스들(USER INTERFACES FOR HEALTH APPLICATIONS)	APPLE	G16H	G06F1/3215
150	10-2020-0061792	가전기기(HOME APPLIANCE)	LGE	E05B	G11B33/027
151	10-2021-7039827	무선 통신 시스템에서 사전 설정된 상향링크 자원을 통한 검색 공간 모니터링 방법 및 이에 대한 장치(METHOD FOR MONITORING SEARCH SPACE BY MEANS OF PRECONFIGURED UPLINK RESOURCE IN WIRELESS COMMUNICATION SYSTEM AND DEVICE THEREFOR)	LGE	H04L	B60K2370/66
152	10-2021-7039227	무선 통신 시스템에서 무선 신호 송수신 방법 및 장치(METHOD AND DEVICE FOR TRANSMITTING AND RECEIVING WIRELESS SIGNALS IN WIRELESS COMMUNICATION SYSTEM)	LGE	H04W	H04W72/0446
153	10-2021-7036327	음성 인식을 위한 컨텍스트 바이어싱(CONTEXTUAL BIASING FOR SPEECH RECOGNITION)	GOOGLE	G10L	G06N3/0409
154	10-2021-7041875	영상 코딩 시스템에서 컨스트럭티드 어파인 MVP 후보를 사용하는 어파인 움직임 예측에 기반한 영상 디코딩 방법 및 장치(IMAGE DECODING METHOD AND DEVICE ON BASIS OF AFFINE MOTION PREDICTION USING CONSTRUCTED AFFINE MVP CANDIDATE IN IMAGE CODING SYSTEM)	LGE	H04N	H04N19/513
155	10-2021-7038525	접착 테이프 및 이동 단말기(ADHESIVE TAPE AND MOBILE TERMINAL)	LGE	C09J	G06F2203/04102
156	10-2021-0144218	무선 셀룰라 통신 시스템에서 제어 및 데이터 정보 자원 매핑 방법 및 장치(CONTROL AND DATA INFORMATION RESOURCE MAPPING METHOD AND APPARATUS IN WIRELSS CELLULAR COMMUNICATION SYSTEM)	SSE	H04W	H04W72/1289
157	10-2021-7037333	표시 장치 및 이 표시 장치를 구비한 전자 기기(Display device and electronic device including the same)	SEL	G09G	A61K33/241
158	10-2021-7031803	어시스턴트 응답을 동적으로 적응시키는 방법, 시스템 및 매체(DYNAMICALLY ADAPTING ASSISTANT RESPONSES)	GOOGLE	G10L	G06F16/24578
159	10-2021-0142433	반도체 장치 및 그 구동 방법(SEMICONDUCTOR DEVICE AND METHOD FOR DRIVING THE SAME)	SEL	H01L	H01L27/14636
160	10-2021-7041542	비디오 또는 영상 코딩 방법 및 그 장치(VIDEO OR IMAGE CODING METHOD AND DEVICE THEREFOR)	LGE	H04N	H04N19/122
161	10-2021-7041202	루마 맵핑 기반 비디오 또는 영상 코딩(LUMA-MAPPING-BASED VIDEO OR IMAGE CODING)	LGE	H04N	H04N2007/30
162	10-2021-7040862	움직임 벡터 차분들을 이용한 영상 코딩 방법 및 장치(METHOD AND DEVICE FOR IMAGE CODING USING MOTION VECTOR DIFFERENCES)	LGE	H04N	H04N19/513
163	10-2021-7040682	곡면 디스플레이 장치의 제조 방법(CURVED DISPLAY DEVICE MANUFACTURING METHOD)	LGE	G02F	H01J9/18
164	10-2021-7040512	움직임 벡터 예측 기반 영상/비디오 코딩 방법 및 장치(MOTION VECTOR PREDICTION-BASED IMAGE/VIDEO CODING METHOD AND DEVICE)	LGE	H04N	H04N19/513
165	10-2021-7041544	움직임 벡터를 이용한 영상 코딩 방법 및 장치(IMAGE CODING METHOD AND APPARATUS USING MOTION VECTOR)	LGE	H04N	H04N19/513
166	10-2021-7040094	이동 단말기(MOBILE TERMINAL)	LGE	H04M	H04M1/0237
167	10-2021-7039484	쌍 예측이 적용되는 경우 가중 평균을 위한 가중치 인덱스 정보를 도출하는 영상 디코딩 방법 및 그 장치(IMAGE DECODING METHOD AND APPARATUS FOR DERIVING WEIGHT INDEX INFORMATION FOR WEIGHTED AVERAGE WHEN BI-PREDICTION IS APPLIED)	LGE	H04N	H04N19/513
168	10-2021-0162702	스크롤 압축기 및 이를 구비한 공기 조화기(SCROLL COMPRESSOR AND AIR CONDITIONER HAVING THE SAME)	LGE	F04C	F04C18/0215
169	10-2021-7041550	현재 블록에 대하여 최종적으로 예측 모드를 선택하지 못하는 경우 인터 예측을 수행하는 영상 디코딩 방법 및 그 장치(IMAGE DECODING METHOD FOR PERFORMING INTER-PREDICTION WHEN PREDICTION MODE FOR CURRENT BLOCK ULTIMATELY CANNOT BE SELECTED, AND DEVICE FOR SAME)	LGE	H04N	H04N2007/30
170	10-2021-7041200	루마 맵핑 및 크로마 스케일링 기반 비디오 또는 영상 코딩(VIDEO OR IMAGE CODING BASED ON LUMA MAPPING AND CHROMA SCALING)	LGE	H04N	H04N13/0011
171	10-2021-7041050	NR V2X에서 동기화 기준을 선택하는 방법 및 장치(METHOD AND DEVICE FOR SELECTING SYNCHRONIZATION REFERENCE IN NR V2X)	LGE	H04W	H04W56/001
172	10-2021-7040930	디스플레이 장치 및 그의 동작 방법(DISPLAY DEVICE AND OPERATION METHOD THEREOF)	LGE	G06T	G09G5/06
173	10-2021-7040860	움직임 벡터를 이용한 영상 코딩 방법 및 장치(METHOD AND DEVICE FOR IMAGE CODING USING MOTION VECTOR)	LGE	H04N	H04N19/513
174	10-2021-7040510	비디오 또는 영상 코딩 시스템에서의 인터 예측(INTER PREDICTION IN VIDEO OR IMAGE CODING SYSTEM)	LGE	H04N	C12Y304/22015
175	10-2021-7039610	무선 통신 시스템에서 신호를 송수신하는 방법 및 이를 지원하는 장치(METHOD FOR TRANSMITTING OR RECEIVING SIGNAL IN WIRELESS COMMUNICATION SYSTEM AND APPARATUS FOR SUPPORTING SAME)	LGE	H04L	A63F2003/02
176	10-2021-7038170	다기능 디바이스의 카메라 시스템 및 카메라 유닛(CAMERA SYSTEM AND CAMERA UNIT OF MULTIFUNCTION DEVICE)	APPLE	H04N	F16J2015/0818
177	10-2021-7033980	포인트 클라우드 데이터 송신 장치, 포인트 클라우드 데이터 송신 방법, 포인트 클라우드 데이터 수신 장치 및 포인트 클라우드 데이터 수신 방법(POINT CLOUD DATA TRANSMISSION DEVICE, POINT CLOUD DATA TRANSMISSION METHOD, POINT CLOUD DATA RECEPTION DEVICE, AND POINT CLOUD DATA RECEPTION METHOD)	LGE	H04N	G06T2207/10028
178	10-2021-0171270	영상 표시 장치 및 영상 표시 방법(Image display apparatus and method for displaying image)	SSE	H04N	G08B13/2462
179	10-2021-7041541	레지듀얼 코딩에 대한 영상 디코딩 방법 및 그 장치(METHOD FOR DECODING VIDEO FOR RESIDUAL CODING AND DEVICE THEREFOR)	LGE	H04N	H04N19/122
180	10-2021-7041201	루마 샘플들의 맵핑 및 크로마 샘플들의 스케일링 기반 비디오 또는 영상 코딩(VIDEO OR IMAGE CODING BASED ON MAPPING OF LUMA SAMPLES AND SCALING OF CHROMA SAMPLES)	LGE	H04N	G05B2219/35014
181	10-2021-7040951	FD-MIMO 를 위한 CSI 피드백 오버헤드 감축(CSI FEEDBACK OVERHEAD REDUCTION FOR FD-MIMO)	QLC	H04B	F16J2015/0818
182	10-2021-7040861	인터 예측 기반 영상 코딩 방법 및 장치(INTER PREDICTION-BASED IMAGE CODING METHOD AND DEVICE)	LGE	H04N	G05B2219/35014
183	10-2021-7040511	쌍예측 기반 영상/비디오 코딩 방법 및 장치(IMAGE/VIDEO CODING METHOD AND DEVICE BASED ON BI-PREDICTION)	LGE	H04N	H04N19/513
184	10-2021-7040171	자가진단기능을 구비한 전자기기(ELECTRONIC DEVICE HAVING SELF-DIAGNOSIS FUNCTION)	LGE	G01R	G06F11/327
185	10-2021-7039611	무선 통신 시스템에서 신호를 송수신하는 방법 및 이를 지원하는 장치(METHOD FOR TRANSMITTING AND RECEIVING SIGNAL IN WIRELESS COMMUNICATION SYSTEM, AND APPARATUS FOR SUPPORTING SAME)	LGE	H04L	A63F2003/02
186	10-2020-0065612	홀더(Holder)	LGE	F16B	F16D51/60
187	10-2021-0162701	로터리 압축기(ROTARY COMPRESSOR)	LGE	F04C	F04C18/356
188	10-2020-0052474	모터 조립체 및 이를 구비한 헤어드라이어(ELECTRIC MOTOR ASSEMBLY AND HAIR DRYER HAVING THE SAME)	LGE	H02K	H02K5/22
189	10-2021-7041549	결정된 예측 모드를 적용하여 예측 샘플들을 생성하는 영상 디코딩 방법 및 그 장치(IMAGE DECODING METHOD COMPRISING GENERATING PREDICTION SAMPLES BY APPLYING DETERMINED PREDICTION MODE, AND DEVICE THEREFOR)	LGE	H04N	H04N2007/30
190	10-2021-7041049	NR V2X에서 동기화를 수행하는 방법 및 장치(METHOD AND APPARATUS FOR PERFORMING SYNCHRONIZATION IN NR V2X)	LGE	H04W	H04W56/001
191	10-2020-0065101	압축기(Compressor)	LGE	F04C	F04B39/0061
192	10-2021-7041039	단순화된 MPM 리스트 생성 방법을 활용하는 영상 부호화/복호화 방법, 장치 및 비트스트림을 전송하는 방법(IMAGE ENCODING/DECODING METHOD AND DEVICE FOR UTILIZING SIMPLIFIED MPM LIST GENERATION METHOD, AND METHOD FOR TRANSMITTING BITSTREAM)	LGE	H04N	H03M13/2966
193	10-2021-7040039	SBTMVP 기반 영상 또는 비디오 코딩(SBTMVP-BASED IMAGE OR VIDEO CODING)	LGE	H04N	G11B5/49
194	10-2021-7039749	디폴트 머지 모드에 기반하여 예측 샘플을 도출하는 영상 디코딩 방법 및 그 장치(IMAGE DECODING METHOD FOR DERIVING PREDICTION SAMPLE ON BASIS OF DEFAULT MERGE MODE, AND DEVICE THEREFOR)	LGE	H04N	H04N2007/30
195	10-2021-7035309	무선전력 수신장치, 무선전력 전송장치 및 이를 이용한 무선전력 전송방법(WIRELESS POWER RECEIVER, WIRELESS POWER TRANSMITTER, AND WIRELESS POWER TRANSFER METHOD USING SAME)	LGE	H02J	H02J50/00
196	10-2020-0055051	투시창이 설치된 가전기기(Home appliance equipped with see-through window)	LGE	F24C	E05G1/10
197	10-2021-0179779	충전율 보상 기능을 갖는 표시 장치(DISPLAY DEVICE HAVING CHARGING RATE COMPENSATING FUNCTION)	SSD	G09G	G09G2230/00
198	10-2021-0145859	복호화기의 버퍼 관리를 위한 영상 부호화 방법 및 장치, 그 영상 복호화 방법 및 장치(Method and apparatus for encoding image, and method and apparatus for decoding image to manage buffer of decoder)	SSE	H04N	B65F2210/179
199	10-2021-0142169	표시 장치(DISPLAY DEVICE)	LGD	H01L	H01L27/323
200	10-2021-7041547	영상 코딩에서 변환 커널 세트를 나타내는 정보의 시그널링(SIGNALING OF INFORMATION INDICATING TRANSFORM KERNEL SET IN IMAGE CODING)	LGE	H04N	A01K89/0182
201	10-2021-7041037	인트라 예측 모드 변환에 기반한 영상 부호화/복호화 방법, 장치 및 비트스트림을 전송하는 방법(IMAGE ENCODING/DECODING METHOD AND DEVICE BASED ON INTRA PREDICTION MODE CONVERSION, AND METHOD FOR TRANSMITTING BITSTREAM)	LGE	H04N	H04N2007/30
202	10-2021-7039537	디블록킹 필터링에 기반한 영상 코딩 방법 및 그 장치(METHOD FOR CODING IMAGE ON BASIS OF DEBLOCKING FILTERING, AND APPARATUS THEREFOR)	LGE	H04N	H04N19/86
203	10-2021-0173217	표시 장치 및 이를 이용한 표시 패널의 구동 방법(DISPLAY APPARATUS AND METHOD OF DRIVING DISPLAY PANEL USING THE SAME)	SSD	G09G	G09G2310/08
204	10-2021-0143077	디스플레이 장치 및 그 제조방법(Display apparatus and manufacturing method thereof)	SSD	H01L	H01L51/5237
205	10-2021-7040986	무선통신시스템에서 단말이 신호를 송수신하는 방법(METHOD FOR TRANSMITTING AND RECEIVING SIGNAL BY TERMINAL IN WIRELESS COMMUNICATION SYSTEM)	LGE	H04W	H04L2012/6413
206	10-2021-7028366	NR V2X 리소스 할당에서 리소스 센싱의 구성을 위한 방법 및 장치(METHOD AND APPARATUS FOR CONFIGURATION OF RESOURCE SENSING IN NR V2X RESOURCE ALLOCATION)	SSE	H04L	H04B7/2612
207	10-2020-0072336	에어클린팬(Air cean fan)	LGE	F04D	H01L2224/85054
208	10-2020-0067966	디스플레이 장치(DISPLAY APPARATUS)	LGE	F16M	H04R2499/15
209	10-2021-7041685	반도체 장치(SEMICONDUCTOR DEVICE)	SEL	H01L	H01L27/3244
210	10-2021-7041545	인터 예측 기반 영상 코딩 방법 및 장치(INTER PREDICTION-BASED IMAGE CODING METHOD AND APPARATUS)	LGE	H04N	H04N19/513
211	10-2021-7040045	IEEE 802.15.4z를 위한 동적 채널 선택을 위한 프레임워크 및 방법(FRAMEWORK AND METHOD FOR DYNAMIC CHANNEL SELECTION FOR IEEE 802.15.4Z)	SSE	H04W	H04W72/0406
212	10-2021-7033425	다중 전송 블록 스케줄링을 위한 신호의 송수신 방법 및 이를 위한 장치(METHOD FOR TRANSMITTING OR RECEIVING SIGNAL FOR MULTIPLE TRANSPORT BLOCK SCHEDULING AND APPARATUS THEREFOR)	LGE	H04L	H04W72/1289
213	10-2021-7041038	MIP 모드 매핑이 단순화된 영상 부호화/복호화 방법, 장치 및 비트스트림을 전송하는 방법(IMAGE ENCODING/DECODING METHOD AND DEVICE HAVING SIMPLIFIED MIP MODE MAPPING, AND METHOD FOR TRANSMITTING BITSTREAM)	LGE	H04N	H04N2007/30
214	10-2021-7040038	서브블록 단위의 시간적 움직임 벡터 예측자 후보 기반 영상 또는 비디오 코딩(TEMPORAL MOTION VECTOR PREDICTOR CANDIDATE-BASED IMAGE OR VIDEO CODING OF SUBBLOCK UNIT)	LGE	H04N	G11B5/49
215	10-2021-7039748	예측 샘플을 생성하기 위한 가중치 인덱스 정보를 도출하는 영상 디코딩 방법 및 그 장치(IMAGE DECODING METHOD AND DEVICE FOR DERIVING WEIGHT INDEX INFORMATION FOR GENERATION OF PREDICTION SAMPLE)	LGE	H04N	H04N19/513
216	10-2021-7039228	무선 통신 시스템에서 무선 신호 송수신 방법 및 장치(METHOD AND DEVICE FOR TRANSMITTING AND RECEIVING WIRELESS SIGNALS IN WIRELESS COMMUNICATION SYSTEM)	LGE	H04W	H04L29/08477
217	10-2020-0051545	IPM 모터(INTERNAL PERMANENT MAGNET MOTOR)	LGE	H02K	H02K1/2773
218	10-2021-7041543	움직임 벡터 차분들을 이용한 영상 코딩 방법 및 장치(IMAGE CODING METHOD AND APPARATUS USING MOTION VECTOR DIFFERENCES)	LGE	H04N	H04N19/513
219	10-2021-7041053	NR V2X에서 SL HARQ 피드백 보고 자원을 할당하는 방법 및 장치(METHOD AND DEVICE FOR ALLOCATING SL HARQ FEEDBACK REPORT RESOURCE IN NR V2X)	LGE	H04L	C12Y304/21112
220	10-2021-7040513	무선 통신 시스템에서 물리 하향링크 제어채널 모니터링 방법 및 상기 방법을 이용하는 장치(METHOD FOR MONITORING PHYSICAL DOWNLINK CONTROL CHANNEL IN WIRELESS COMMUNICATION SYSTEM, AND DEVICE USING METHOD)	LGE	H04W	H04W76/28
221	10-2021-7040133	디스플레이 장치(DISPLAY DEVICE)	LGE	G09G	Y10S165/92
222	10-2021-7040093	이동 단말기(MOBILE TERMINAL)	LGE	H04M	H04M1/0237
223	10-2021-7039923	무선통신시스템에서 신호 송수신 방법(SIGNAL TRANSMITTING/RECEIVING METHOD IN WIRELESS COMMUNICATION SYSTEM)	LGE	H04W	H04W76/19
224	10-2021-7039483	쌍 예측(BI-PREDICTION)을 위한 가중치 인덱스 정보를 도출하는 영상 디코딩 방법 및 그 장치(IMAGE DECODING METHOD FOR DERIVING WEIGHT INDEX INFORMATION FOR BI-PREDICTION, AND DEVICE FOR SAME)	LGE	H04N	H04N19/513
225	10-2021-7034993	데이터 처리 장치 및 이의 구동 방법(DATA PROCESSING DEVICE AND DRIVING METHOD THEREOF)	SEL	G06F	G09G2380/02
226	10-2021-0144523	표시 장치(DISPLAY DEVICE)	SEL	G09G	G11C17/04
227	10-2020-0062508	휴대형 공기정화기(PORTABLE AIR CARING APPARATUS)	LGE	F24F	G10H2210/356
228	10-2021-7029624	모바일 디바이스의 포지셔닝 동안 대역폭 부분 정보를 사용하기 위한 방법들 및 시스템들(METHODS AND SYSTEMS FOR USING BANDWIDTH PARTS INFORMATION DURING POSITIONING OF A MOBILE DEVICE)	QLC	H04W	H04B14/064
229	10-2021-7042452	비디오 신호의 처리 방법 및 장치(METHOD AND APPARATUS FOR PROCESSING A VIDEO SIGNAL)	LGE	H04N	B23G5/086
230	10-2021-0185954	측면 배선이 형성된 글라스 기판을 구비한 디스플레이 모듈 및 디스플레이 모듈 제조 방법(DISPLAY MODULE HAVING GLASS SUBSTRATE FORED SIDE WIRING AND MANUFACTURING MATHOD AS THE SAME)	SSE	H01L	H01L27/156
231	10-2021-0182214	영상 부호화 방법 및 장치, 영상 복호화 방법 및 장치(Method and apparatus for image encoding, and method and apparatus for image decoding)	SSE	H04N	H04N19/105
232	10-2021-0167082	발광 소자, 발광 장치, 전자 기기, 및 조명 장치(LIGHT-EMITTING ELEMENT, LIGHT-EMITTING DEVICE, ELECTRONIC DEVICE, AND LIGHTING DEVICE)	SEL	H01L	H01J31/20
233	10-2021-0031064	신발 관리 장치(Shoes management apparatus)	LGE	A47L	A47B61/04
234	10-2021-0030924	신발 관리장치(SHOE MANAGEMENT DEVICE)	LGE	A47L	A43D1/08
235	10-2021-0031062	신발 관리 장치(Shoes management apparatus)	LGE	A47L	A47L23/205
236	10-2021-0030972	슈즈 케어 장치 및 방법(APPARATUS AND METHOD FOR TREATING SHOES)	LGE	A47L	G06K7/10603
237	10-2021-0030922	신발 관리장치(SHOE MANAGEMENT DEVICE)	LGE	A47L	A47B61/04
238	10-2021-0000924	신호 전원 관리 회로 및 이를 포함하는 스마트 카드(Signal power management circuit and smart card comprising the same)	SSE	H04B	C08G2261/1626
239	10-2020-0077374	영상에서 평면을 검출하는 전자 장치 및 그 동작 방법(Electronic device and operating method for detecting a plane in an image)	SSE	G06T	G06K9/00671
240	10-2020-0077442	음료 세척 시스템 및 세척 방법(BEVERAGE CLEANING SYSTEM AND CLEANING METHOD)	LGE	B67D	A47G19/265
241	10-2020-0077382	집적회로 장치 및 이의 제조 방법(Integrated Circuits devices and manufacturing method for the same)	SSE	H01L	H01L21/823468
242	10-2020-0076754	유기 발광 소자 및 이를 포함하는 장치(Organic light emitting device and apparatus including the same)	SSD	H01L	H01L51/0062
243	10-2020-0076114	표시 장치 및 이의 수리 방법(DISPLAY DEVICE AND METHOD OF REPAIRING THE SAME)	SSD	G09G	G02F1/136286
244	10-2020-0076952	가전 기기에서 스팀 분사 장치 제어 회로 및 제어 방법(Control circuit and control method for steam injection device in a home appliance)	LGE	D06F	G05B2219/39466
245	10-2021-7042310	반도체 장치의 제작 방법(METHOD FOR MANUFACTURING SEMICONDUCTOR DEVICE)	SEL	H01L	H01L29/7869
246	10-2021-0186030	표시 장치, 표시 모듈, 및 전자 기기(DISPLAY DEVICE, DISPLAY MODULE, AND ELECTRONIC DEVICE)	SEL	G09G	H01H71/04
247	10-2021-0185050	무선 셀룰라 통신 시스템에서 상향 제어 채널 전송 방법 및 장치(METHOD AND APPARATUS FOR TRANSMITTING OF UPLINK CONTROL CHANNEL IN MOBILE COMMUNICATION SYSTEM)	SSE	H04W	H04L29/08477
248	10-2021-0141770	표시 장치(DISPLAY APPARATUS)	SSD	G09G	H04N1/0087
249	10-2021-0062580	전자 디바이스용 전원 어댑터(POWER ADAPTER FOR ELECTRONIC DEVICES)	APPLE	H01R	H01R13/2421
250	10-2021-0031060	슈즈 케어 장치 및 방법(APPARATUS AND METHOD FOR TREATING SHOES)	LGE	A47L	E05B1/0069
251	10-2021-0025630	신발 관리 장치 및 이에 포함되는 선반 연결 조립체(SHOE MANAGEMENT DEVICE AND SHELF CONNECTION ASSEMBLY INCLUDED THEREIN)	LGE	A61L	A47B61/04
252	10-2021-0016700	의류처리장치(LAUNDRY TREATING APPARATUS)	LGE	D06F	F26B21/10
253	10-2020-0068419	마스크 장치(MASK APPARATUS)	LGE	A62B	A62B18/02
254	10-2021-0002210	지연 회로를 포함하는 고속 플립 플롭 회로(HIGH SPEED FLIP FLOP CIRCUITINCLUDING DELAY CIRCUIT)	SSE	H03K	G05F1/465
255	10-2020-0077380	반도체 발광 소자(Semiconductor light emitting devices)	SSE	H01L	H01L29/513
256	10-2020-0077110	공기조화기(AIR CONDITIONER)	LGE	F25B	F04B2205/172
257	10-2020-0068420	마스크 장치(MASK APPARATUS)	LGE	A62B	A62B18/02
258	10-2020-0052900	식각액 조성물 및 이를 이용한 표시 장치의 제조 방법(ETCHANT AND MANUFACTURING METHOD OF DISPLAY DEVICE USING THE SAME)	SSD	C09K	C09K13/04
259	10-2021-7042031	반도체 장치 및 반도체 장치의 제조 방법(SEMICONDUCTOR DEVICE AND METHOD FOR MANUFACTURING SEMICONDUCTOR DEVICE)	SEL	H01L	G11B11/10589
260	10-2021-0168811	박막 트랜지스터 및 이를 구비하는 표시 기판(THIN FILM TRANSISTOR AND DISPLAY SUBSTRATE HAVING THE SAME)	SSD	H01L	Y10T428/2982
261	10-2021-0031061	신발 관리 장치(Shoes management apparatus)	LGE	A47L	A47B61/04
262	10-2021-0030971	슈즈 케어 장치 및 방법(APPARATUS AND METHOD FOR TREATING SHOES)	LGE	A47L	Y10S5/905
263	10-2021-0030921	신발 청소용 브러쉬 장치(BRUSH DEVICE FOR SHOE CLEANIG)	LGE	A47L	A63C17/062
264	10-2021-0025631	신발 관리 장치 및 시스템(SHOE MANAGEMENT DEVICE AND SYSTEM)	LGE	A61L	D06F2224/00
265	10-2021-0016701	의류처리장치(LAUNDRY TREATING APPARATUS)	LGE	D06F	D06F39/003
266	10-2021-0013281	의류처리장치의 제어방법(CONTROL METHOD OF LAUNDRY TREATING APPARATUS)	LGE	D06F	D06F58/28
267	10-2020-0077191	전송 속도를 조절하기 위한 전자 장치 및 그의 동작 방법(ELECTRONIC DEVICE FOR ADJUSTING DATA RATE AND OPERATING METHOD THEREOF)	SSE	H04W	C21C2005/468
268	10-2020-0077141	인쇄 회로 기판에 배치된 회로 소자를 둘러싸는 인터포저를 포함하는 전자 장치(An electronic device comprising an interposer surrounding circuit elements disposed on printed circuit board)	SSE	H05K	F02B27/001
